Date,VOO,VTI,QQQ,QQQM,IJR,IWM,QUAL,USMV,VLUE,GSEW,IWP,IWO,IJK,IJT,VIOG,VXF,XSD,XBI,LOUP,GTEK,GINN,GVIP,BBC,VEA,EEM,BIL,SGOV,GBIL,SHV
2005-01-03,,39.853511810302734,33.61600875854492,,20.01801109313965,47.94975280761719,,,,,17.637067794799805,56.73221969604492,13.745909690856934,21.97055435180664,,30.781360626220703,,,,,,,,,14.487374305725098,,,,
2005-01-04,,39.32301712036133,33.00326156616211,,19.6426944732666,46.92185592651367,,,,,17.30622100830078,55.2946662902832,13.537936210632324,21.57036590576172,,30.27922248840332,,,,,,,,,14.041327476501465,,,,
2005-01-05,,39.05096435546875,32.79901885986328,,19.328685760498047,45.98404312133789,,,,,17.22349739074707,54.33628463745117,13.403793334960938,21.26189613342285,,29.9356746673584,,,,,,,,,13.869439125061035,,,,
2005-01-06,,39.23801040649414,32.63730239868164,,19.40123748779297,46.22789764404297,,,,,17.244720458984375,54.60154724121094,13.466188430786133,21.368194580078125,,30.022497177124023,,,,,,,,,13.860010147094728,,,,
2005-01-07,,39.11217880249024,32.80752182006836,,19.198575973510746,45.71393585205078,,,,,17.276521682739258,54.002567291259766,13.414198875427246,21.166015625,,29.89790153503418,,,,,,,,,13.886846542358398,,,,
2005-01-10,,39.26861190795898,32.790489196777344,,19.41750907897949,46.179107666015625,,,,,17.310457229614258,54.54164505004883,13.496346473693848,21.432811737060547,,30.01495361328125,,,,,,,,,13.904253005981444,,,,
2005-01-11,,39.030574798583984,32.56070709228516,,19.253625869750977,45.61638641357422,,,,,17.202293395996094,53.925575256347656,13.422515869140623,21.286901473999023,,29.833723068237305,,,,,,,,,13.878144264221191,,,,
2005-01-12,,39.20399856567383,32.83306884765625,,19.3461971282959,45.80397033691406,,,,,17.293495178222656,54.002567291259766,13.438106536865234,21.35152244567871,,29.879024505615234,,,,,,,,,14.048582077026367,,,,
2005-01-13,,38.89794158935547,32.39902877807617,,19.26988983154297,45.6651725769043,,,,,17.242576599121094,53.94268035888672,13.39963722229004,21.35568618774414,,29.72800064086914,,,,,,,,,13.990561485290527,,,,
2005-01-14,,39.07139205932617,32.70538711547852,,19.47881317138672,46.10032653808594,,,,,17.39529800415039,54.60154724121094,13.501542091369627,21.568283081054688,,29.97718620300293,,,,,,,,,14.240778923034668,,,,
