Date,SPY,MDY,EWJ,EWC,QQQ,IVV,IWB,IWM,IWD,IJR,IJH,IVE,IWV,IYY,IWO,IWN,IJT,IJS,IJK,IJJ,IEV,EZU,IUSV,SPYV,VTI,IWP,IWS,EFA,IWR,JPXN,VXF,TLT,IEF,SHY,FEZ,EEM,AGG,DVY,TIP,VTV,VO,VV,GLD,IAU,SUSA,VGK,EFV,IWC,PID,SPYM,KBE,SDY,PRF,XBI,XSD,USO,SLV,DXJ,KRE,XRT,GSG,VYM,SHV,IEI,VEU,MBB,BND,BSV,UNG,BIL,VEA,MUB,NYF,JNK,USL,SCZ,UGA,ACWI,ACWX,VT,HYD,SCHX,SCHF,SCHA,VCIT,VCSH,ILTB,PPLT,PALL,BNO,CORN,EMLC,SCHP,VOO,VOOV,VIOG,VTWO,STIP,VIXY,SCHM,SDIV,WEAT,CANE,SOYB,USMV,EFAV,LEMB,SPTS,INDA,GOVT,TAGS,SJNK,IEFA,ISTB,SPHD,SRLN,VLUE,FTSL,XYLD,QUAL,USFR,HEFA,ASHS,DGRO,IEUR,BBC,IQLT,GBTC,GSLC,GSIE,GSEU,GSJY,EPRF,ESGD,GBIL,BUFF,GVIP,ESGU,GIGB,GSSC,GSEW,GHYB,JUST,LOUP,UJUL,PJUL,AAAU,BJUL,TRTY,POCT,BOCT,UOCT,GTIP,PJAN,UJAN,BJAN,PAPR,BAPR,UAPR,GSST,PJUN,UJUN,BJUN,ETHE,EJUL,IJUL,PAUG,UAUG,BAUG,PSEP,BSEP,USEP,NOCT,KOCT,PNOV,BNOV,UNOV,TMDV,PDEC,BDEC,UDEC,IJAN,NJAN,EJAN,KJAN,PFEB,UFEB,BFEB,UMAR,BMAR,PMAR,KAPR,NAPR,PMAY,BMAY,UMAY,GSUS,GSID,JEPI,SGOV,KJUL,NJUL,TBJL,TFJL,GCOR,BLDG,QQQM,GINN,XDSQ,XDQQ,XBAP,EAPR,IAPR,QTAP,XTAP,DFUS,IAUM,BALT,QTJL,XBJL,XTJL,GTEK,IOCT,XTOC,QTOC,EOCT,XBOC,XBJA,QTJA,XTJA,BUFB,GEMD,PSTP,BSTP,GSWO,GUSA,XUSP,DFSI,SFLR,APRH,APRJ,GXUS,JULH,JULJ,TJUL,ISEP,ZALT,EALT,OCTJ,OCTH,LOCT,BINV,BUSA,GSC,GPIQ,GPIX,INOV,GVUS,IDEC,JANH,AJAN,JANJ,LJAN,IBIT,FBTC,BITB,ARKB,HODL,BTCO,BTCW,BRRR,QFLR,IFEB,IMAR,AAPR,LAPR,IMAY,IJUN,NJUN,KJUN,ZJUL,JAJL,AJUL,QBUF,RBUF,IBUF,EBUF,LJUL,ETHA,ETH,FETH,ETHW,TETH,ETHV,EZET,QETH,GUMI,GMUB,BTC,GCAL,ZAUG,GPRF,IAUG,NAUG,KAUG,ZSEP,NSEP,KSEP,GMNY,RFLR,APOC,ZOCT,AOCT,KNOV,ZNOV,NNOV,NDEC,KDEC,ZDEK,ZJAN,TJAN,ZFEB,NFEB,KFEB,QBF,ZMAR,NMAR,KMAR,SPUT,ZAPR,TAPR,GIND,ZMAY,NMAY,KMAY,BFRZ,ZJUN,GIGL,GBND
1993-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-02-05,0.023470821313823276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-02-12,-0.008339040876208736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-02-19,-0.023125107015218194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-02-26,0.019369578020420386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-05,0.007739968368617012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-12,0.007681608663631323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-19,0.003329945276249857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-26,-0.002775653827251312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-04-02,-0.018093045325626278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
